Full Name,Potential,Preferred Foot,Attacking Work Rate,Defensive Work Rate,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
Cătălin Straton,64,Right,Medium,Medium,12,18,13,22,16,17,18,13,27,19,31,32,26,60,33,46,54,38,48,15,31,16,11,55,14,15,10,14,60,62,61,63,67
Nayel Mehssatou,75,Right,Medium,Medium,61,38,46,62,46,68,52,51,56,66,82,69,88,56,95,52,73,66,41,57,63,58,48,51,44,53,65,64,10,10,11,14,12
Alessandro Cortinovis,78,Right,High,Medium,59,61,55,74,51,66,57,48,62,70,73,76,66,60,72,68,60,59,66,61,62,56,60,58,60,57,53,54,8,13,13,11,11
Fabio Ponsi,73,Right,Medium,Medium,49,33,38,52,37,63,56,41,35,57,67,72,70,66,57,30,65,75,70,38,57,64,44,42,39,63,61,66,13,13,14,8,6
Wesley Jobello,64,Right,Medium,Medium,63,62,61,62,60,68,63,51,53,65,66,74,62,58,62,66,64,55,63,60,46,29,61,58,61,23,17,19,16,13,9,9,12
Richard Tait,64,Right,Medium,High,62,30,53,58,31,59,42,62,58,58,64,65,68,59,60,50,55,80,69,47,62,60,51,40,45,59,61,59,10,16,10,11,7
Dejan Tetek,76,Right,Medium,High,51,43,55,63,48,56,54,50,64,62,71,67,78,57,80,57,67,76,58,42,67,63,46,54,50,61,65,63,11,9,7,8,5
Marco Di Cesare,74,Right,Low,Medium,34,23,66,53,33,35,34,31,40,42,55,62,43,61,62,48,71,68,72,28,54,62,36,33,38,67,70,67,7,11,15,10,8
Aarón Quirós,77,Left,Medium,Medium,58,21,57,59,21,44,50,35,57,56,62,62,41,60,74,41,78,61,51,32,61,62,43,25,43,64,64,69,12,6,10,7,7
Younes Bakiz,70,Left,Medium,Medium,59,60,55,59,58,69,60,50,54,68,70,75,70,58,64,67,54,72,62,58,54,26,63,62,52,25,28,28,14,5,14,8,6
Francesco Donati,72,Right,Medium,Medium,57,42,53,64,44,69,51,53,55,53,70,69,67,67,57,41,58,71,61,37,65,54,56,53,49,61,64,65,7,8,14,11,9
Greg Leigh,65,Left,High,High,56,47,57,57,30,59,40,35,51,60,74,74,62,58,71,47,66,74,75,50,60,61,61,53,39,58,60,61,9,11,6,12,9
Manfred Starke,64,Left,Medium,High,66,62,53,64,60,66,73,71,52,67,72,75,69,60,73,74,62,82,70,70,49,30,60,58,59,31,30,34,13,12,9,7,9
James Wilson,65,Left,Medium,Medium,53,64,63,56,58,60,59,42,52,61,69,74,69,59,70,68,59,77,74,61,34,24,64,59,61,20,22,24,9,15,14,8,16
Eoghan O'Connell,66,Right,High,Medium,27,33,62,57,29,52,30,32,58,57,58,64,61,58,38,56,75,82,81,48,76,61,46,58,36,61,62,61,13,11,15,12,8
Mattéo Ahlinvi,69,Left,Medium,High,51,55,47,70,43,69,58,48,58,67,65,61,72,63,69,59,63,72,66,52,70,59,57,60,53,56,64,58,14,10,8,5,7
Nohan Kenneh,74,Right,Low,High,56,50,56,63,48,57,49,38,59,63,58,58,57,56,54,58,72,78,70,48,69,62,49,60,49,58,64,63,7,5,13,5,6
Nicola Mosti,70,Left,Medium,Medium,58,62,42,68,38,65,55,39,63,68,62,62,71,60,73,50,57,58,51,35,45,33,66,68,39,41,49,39,6,14,12,10,9
Rodrigo Saravia,73,Right,Medium,Medium,43,41,58,56,48,49,40,47,60,56,65,68,53,63,69,70,55,77,71,41,69,66,57,56,42,58,69,65,15,9,14,9,11
Dominic Thompson,73,Left,High,Medium,66,35,50,55,32,56,44,36,52,59,77,74,65,57,61,46,68,75,66,39,55,58,52,54,45,56,61,61,12,13,6,7,9
Abdullah Al Ahrak,68,Right,Medium,Low,58,50,39,65,55,64,57,51,63,66,67,68,71,60,65,66,41,48,58,68,44,35,63,64,59,37,38,42,9,14,12,10,9
İbrahim Yılmaz,64,Right,Medium,Medium,36,69,66,63,49,62,30,34,57,67,75,67,68,68,76,53,72,61,71,54,39,22,67,48,59,38,15,11,8,7,16,8,13
Kévin Testud,64,Right,Medium,Medium,66,68,37,66,64,65,61,58,65,66,69,59,58,54,66,53,41,47,56,42,33,22,63,56,64,24,23,23,10,10,9,8,9
Mehdi Jeannin,64,Right,Medium,Medium,15,9,16,31,10,10,10,9,19,22,49,50,37,55,57,49,59,27,71,8,19,21,18,11,15,10,19,18,66,62,65,61,66
Xiaoting Feng,64,Right,High,High,50,41,68,68,48,52,52,52,66,57,42,34,38,57,72,50,60,34,72,40,66,60,60,67,54,67,63,61,11,11,15,11,13
Andrés Ríos,64,Right,Medium,Medium,55,61,63,66,62,62,63,56,65,63,61,54,71,61,68,70,75,77,80,61,78,24,64,64,69,40,40,22,13,16,12,15,15
Ethan Ebanks-Landell,64,Right,Low,High,51,39,61,52,35,44,32,29,52,49,49,52,47,60,45,57,73,61,90,45,68,60,33,52,36,64,64,62,10,8,8,7,11
Paulo Vitor Fernandes Pereira,72,Right,Medium,Medium,50,63,60,54,48,68,46,42,32,64,84,80,83,60,86,55,66,64,44,59,40,41,58,57,73,38,36,31,13,6,15,6,15
Ryan Leak,66,Left,Low,Medium,30,23,62,56,30,50,27,24,50,52,52,50,42,60,48,53,78,57,82,26,66,63,29,38,33,64,63,62,6,13,10,8,7
David Alba Fernández,75,Right,Medium,Medium,25,16,67,64,21,26,26,29,45,57,34,38,31,55,55,36,73,35,70,19,57,64,22,26,32,59,72,68,7,15,7,6,9
Leighton Clarkson,79,Right,Medium,Medium,56,44,48,70,48,65,58,66,68,65,68,64,71,62,79,53,57,61,48,61,51,54,53,66,50,54,58,56,14,15,14,7,9
Tiago Banega,72,Right,Medium,Medium,53,57,51,73,51,67,59,64,71,69,68,69,72,57,73,65,62,67,60,62,51,45,53,61,53,45,51,53,6,10,5,8,10
Daniele Donnarumma,64,Left,Medium,Medium,64,38,61,62,44,52,54,47,54,58,73,79,75,59,70,62,69,75,67,44,59,49,55,53,53,58,61,58,10,15,7,7,16
Henrique Jocú,74,Right,Medium,Medium,49,36,56,65,35,59,47,32,67,63,64,68,62,57,71,54,73,64,59,39,68,61,43,50,41,63,67,66,10,15,9,12,10
Jin Cheng,64,Right,High,Low,67,58,44,66,54,67,50,45,61,60,62,75,76,47,80,64,42,67,40,47,47,30,60,62,58,36,49,48,9,6,15,10,9
Matías Romero,67,Right,Medium,Medium,58,59,54,64,45,67,36,50,59,66,72,72,72,67,66,57,61,75,61,58,56,65,63,62,45,55,60,58,15,16,14,14,11
Federico Bikoro Akieme Nchama,67,Left,Medium,Medium,58,46,50,64,36,50,44,40,62,62,67,62,56,55,62,50,65,66,74,42,64,62,51,62,44,64,64,66,8,6,11,8,15
Oliver Dovin,77,Right,Medium,Medium,10,6,11,23,9,10,14,10,20,15,23,27,21,45,39,46,51,26,43,6,21,13,7,32,11,8,10,14,68,64,61,62,66
David Cornell,64,Right,Medium,Medium,16,13,11,29,14,11,16,11,30,23,38,34,47,56,50,47,58,18,64,12,32,17,12,30,21,9,12,17,64,63,62,63,64
Adrien Lebeau,73,Right,Medium,Medium,57,53,42,66,47,71,61,64,58,67,81,71,83,53,78,59,53,52,47,52,59,44,55,65,56,41,54,51,5,8,15,11,14
Mateusz Cholewiak,64,Left,High,High,55,62,57,64,52,62,56,49,62,64,82,83,71,58,63,70,57,71,68,60,41,52,51,47,55,58,59,57,8,7,5,10,13
Oscar Johansson,64,Right,High,High,63,57,28,63,48,62,63,58,58,63,74,72,74,53,69,59,71,82,63,56,64,42,62,58,55,42,48,46,16,10,10,12,11
Turki Al Ammar,73,Right,Medium,Medium,62,58,36,65,37,65,50,38,60,63,70,74,81,60,83,58,60,76,60,49,54,49,61,63,34,47,55,38,11,14,9,10,5
Anthony Patterson,76,Right,Medium,Medium,13,3,8,48,8,6,10,13,48,9,19,32,40,63,37,47,45,21,58,4,28,8,4,55,12,5,14,13,63,61,63,65,65
Gary Magnée,71,Right,Medium,High,53,25,57,68,27,64,36,29,64,68,76,62,68,63,80,44,62,62,58,32,72,60,57,58,34,59,64,60,9,9,14,7,5
Domenik Schierl,67,Left,Medium,Medium,18,11,20,23,16,17,35,20,24,25,41,46,31,56,55,45,56,41,68,15,19,24,10,10,24,9,20,18,63,65,60,66,62
Michal Sipľak,66,Left,High,High,64,37,55,62,31,61,65,28,54,61,69,71,72,56,67,44,79,72,74,41,70,56,44,47,32,61,62,58,15,7,7,15,8
Ali Koiki,69,Left,High,Medium,59,54,54,57,49,62,49,34,49,58,88,86,69,56,64,59,46,76,81,52,59,58,53,53,52,57,59,57,14,11,6,9,7
Mickel Miller,65,Left,High,Low,63,63,58,60,55,65,53,54,49,62,84,83,80,62,79,63,57,74,60,59,39,53,62,57,66,55,55,52,5,13,13,8,5
Yoon Ho Kwak,67,Right,Low,Medium,28,24,64,56,20,44,25,21,52,51,59,64,60,51,51,39,77,57,82,20,62,62,26,25,38,68,61,58,11,8,11,14,11
Jann George,64,Right,High,Medium,61,65,59,62,55,71,53,39,42,69,72,60,74,62,79,77,61,34,71,63,64,21,63,62,67,35,21,22,8,10,14,9,9
Danilo Wiebe,64,Right,Medium,Medium,57,30,58,65,39,58,43,40,63,63,54,62,62,60,60,60,59,81,71,58,62,63,36,61,43,62,63,59,7,6,6,11,7
Lars Mogstad Ranger,72,Right,High,Medium,58,48,52,56,40,58,52,38,52,58,83,81,75,55,75,54,73,81,64,42,67,56,55,50,40,54,60,57,15,9,11,13,8
Cisse Sandra,80,Left,Medium,Medium,59,62,47,66,57,68,58,59,58,69,69,69,74,56,77,66,64,56,62,61,55,29,51,61,60,32,34,32,15,12,12,6,6
Alexandre Fillon,66,Right,Medium,Medium,53,39,51,66,39,60,42,47,62,65,55,55,58,55,66,48,61,66,56,41,66,64,41,59,49,59,65,59,14,13,11,11,8
Sifiso Ngobeni,69,Left,Medium,Medium,58,21,56,59,19,60,41,20,48,61,73,75,75,60,76,28,67,68,65,20,56,60,32,32,24,59,61,61,11,12,14,10,9
Eirik Wichne,69,Right,Medium,Medium,60,34,44,63,37,55,53,49,62,62,80,76,72,60,75,58,59,73,66,38,62,56,53,53,45,63,58,56,11,13,13,12,15
Nicolae Carnat,70,Right,Medium,Medium,58,58,46,60,47,63,56,52,60,62,82,82,80,60,70,63,33,67,67,60,41,38,57,61,57,34,45,44,12,11,6,14,12
Yuhao Zhao,65,Right,Medium,Medium,34,31,62,62,46,49,35,36,59,59,63,61,58,63,69,44,79,75,75,43,64,65,57,53,46,65,62,59,13,15,15,8,10
Bo Seop Kim,70,Right,Medium,Medium,54,57,53,57,45,67,51,43,52,61,84,82,80,51,66,66,63,83,67,63,61,43,67,57,55,44,45,45,12,9,5,9,14
Marvin Ajani,64,Right,Medium,Medium,58,52,56,60,44,60,58,47,52,59,87,94,67,61,64,62,63,80,77,54,71,49,60,54,48,51,55,54,15,16,9,14,6
Weihui Rao,64,Left,Medium,Medium,61,38,56,58,21,55,65,57,58,54,72,70,63,58,70,24,70,76,63,44,64,58,49,35,53,65,62,58,13,9,11,6,15
Marcelo Flores,81,Right,High,Low,50,57,42,66,54,66,59,46,62,62,82,73,83,61,81,60,57,57,32,53,42,31,56,63,58,34,34,33,7,7,14,8,9
Matěj Chaluš,70,Right,Medium,Medium,34,28,58,48,33,32,29,32,37,43,62,65,45,60,50,46,68,71,80,27,59,68,22,31,45,64,68,65,5,14,10,12,8
Hazaa Al Hazaa,64,Right,High,Low,37,68,66,51,62,59,43,30,36,65,73,70,69,62,62,60,86,58,62,50,43,14,65,51,61,16,17,15,12,13,15,14,7
Jordan Davies,69,Left,High,Medium,58,60,45,64,48,62,62,68,62,64,74,73,79,62,83,64,65,82,50,66,61,56,62,63,57,55,57,52,12,12,13,10,6
Agustín Da Silveira,73,Right,Low,High,42,32,54,36,29,35,38,36,35,38,62,51,48,51,59,42,74,65,70,25,87,68,29,33,40,66,67,66,15,7,8,9,10
Serdar Saatçı,78,Right,Medium,Medium,36,24,58,48,30,40,28,27,34,45,64,60,52,54,50,42,70,61,79,28,66,61,28,31,43,65,67,66,14,8,13,8,8
Facundo Castro,66,Right,Medium,Medium,36,66,54,60,47,63,42,40,41,65,66,68,62,62,72,67,70,34,77,60,41,28,62,56,63,43,18,15,10,11,7,9,12
Bendik Bye,64,Right,Medium,Medium,62,62,60,58,48,65,60,46,48,65,67,65,64,65,62,65,65,74,73,60,52,22,65,62,62,32,24,22,13,10,8,12,14
Doru Popadiuc,64,Left,High,Low,60,56,38,62,56,62,48,47,54,62,80,75,69,60,66,57,45,79,61,62,41,42,58,62,61,31,38,35,11,12,5,12,10
Mike van Beijnen,68,Right,Medium,Medium,59,41,63,62,50,65,60,57,56,64,69,68,66,61,51,61,58,61,76,47,62,59,46,41,49,56,64,66,15,13,10,12,11
Anders Lindegaard,64,Right,Medium,Medium,14,16,28,19,13,17,11,18,28,31,40,40,41,60,54,49,68,25,69,19,32,23,19,50,42,23,15,14,65,64,65,63,63
Jökull Andrésson,73,Left,Medium,Medium,11,9,16,28,10,11,16,17,24,18,24,26,46,61,30,46,62,25,67,7,40,17,7,54,13,15,13,15,64,62,61,62,65
Maxime Sivis,70,Right,High,Medium,66,59,60,61,61,65,54,48,58,63,69,75,61,52,64,57,68,62,69,56,64,59,58,56,52,54,67,61,8,14,13,7,13
Oliver Lund,64,Right,High,High,62,48,62,57,33,57,50,37,54,57,66,63,60,60,54,36,81,80,75,40,70,57,56,60,36,60,65,63,12,13,9,15,10
Santiago Ramírez,73,Left,Medium,Medium,59,69,54,53,45,60,70,68,38,67,75,74,70,68,82,68,71,65,55,54,38,20,67,50,66,10,14,18,14,13,15,5,11
Benjamin Bender,78,Left,High,Medium,59,59,42,69,52,63,65,41,62,65,65,69,61,57,61,66,61,69,59,57,55,60,62,66,52,29,36,58,5,10,8,11,8
José Manuel Hernández,65,Right,Medium,Medium,64,60,55,61,55,67,58,60,55,65,71,71,70,55,60,67,55,59,60,65,55,45,61,63,65,44,25,23,12,11,6,10,11
Alessio Iovine,64,Right,Medium,Medium,57,53,42,68,44,62,60,42,62,71,59,67,68,54,73,62,48,74,59,50,38,45,60,64,55,57,68,59,14,13,15,8,13
Valentín Rodríguez,74,Left,Medium,Medium,71,63,36,58,66,65,47,46,37,62,78,76,71,52,81,45,51,68,57,31,56,61,64,41,42,59,53,64,7,8,12,13,7
Mathys Tel,84,Right,Medium,Medium,53,60,52,63,57,73,58,52,56,68,78,76,73,58,74,72,61,50,67,61,44,17,61,60,56,21,26,31,12,9,15,7,11
Wahid Faghir,80,Right,Medium,Medium,31,65,62,54,58,63,46,37,42,64,67,68,74,61,69,68,79,53,79,58,33,19,65,58,53,15,21,16,11,9,15,9,6
Walter Antelo,71,Right,Medium,Medium,23,34,68,56,33,21,29,25,39,55,55,53,49,55,55,49,81,65,80,23,65,65,28,33,38,61,61,59,7,15,10,9,14
Daniel Pereira,73,Right,Medium,Medium,43,49,38,71,46,71,57,44,66,67,64,64,71,62,75,58,57,71,54,54,74,55,64,62,45,62,59,58,13,7,10,7,12
Riccardo Capellini,72,Right,Medium,Medium,31,32,66,64,33,45,36,29,57,46,55,64,47,59,58,47,70,57,73,37,56,65,36,43,42,62,65,62,11,10,12,14,11
David Meza Colli,64,Right,Medium,Medium,48,43,43,67,49,47,44,48,62,65,66,67,68,65,72,56,63,85,71,52,46,59,52,62,47,59,61,56,10,16,14,7,9
Julio Donisa,64,Right,High,Medium,57,65,59,63,66,66,58,56,53,62,73,74,72,50,66,62,61,63,65,61,30,29,67,65,68,39,40,29,12,12,8,6,12
Betim Fazliji,72,Right,Medium,Medium,43,36,60,59,33,55,41,42,56,57,55,54,58,58,57,53,77,72,76,38,74,63,43,53,46,64,63,62,15,11,15,12,9
Conrad Wallem,73,Right,Medium,Medium,61,57,45,64,48,65,54,47,60,65,77,74,75,58,73,61,64,73,55,48,50,40,61,61,45,38,36,33,5,8,9,15,7
Rocco Reitz,78,Right,Medium,Medium,62,53,55,73,57,71,65,51,72,70,69,55,76,60,75,67,54,55,52,58,57,50,57,58,61,50,60,59,8,8,10,15,6
Gökhan Sazdağı,64,Right,High,Medium,62,64,57,69,58,70,51,43,67,66,67,68,59,57,68,72,51,55,56,61,48,32,63,59,56,31,39,35,10,12,6,15,6
Isak Helstad Amundsen,75,Right,High,Medium,36,28,63,57,28,59,36,31,46,60,65,69,52,61,58,37,78,68,77,42,50,63,34,34,35,64,63,62,9,5,9,10,9
Szymon Czyż,74,Right,Medium,Medium,57,52,50,66,51,68,56,56,62,70,65,71,74,59,73,66,62,66,70,57,49,54,53,64,60,49,35,41,5,15,6,14,14
Johannes Wurtz,64,Right,Medium,Medium,56,61,69,66,64,62,58,53,58,60,71,67,68,71,67,70,82,74,72,62,76,61,67,64,67,51,62,60,9,12,8,15,13
Anton Krivotsyuk,67,Left,Medium,Medium,57,34,66,57,28,48,45,41,45,59,80,80,78,61,66,44,47,53,68,32,65,66,28,42,37,64,66,63,14,13,13,7,12
Till Schumacher,68,Left,Medium,Medium,59,46,53,60,22,61,47,38,52,64,75,66,73,59,75,55,74,70,40,48,63,61,49,52,34,60,61,61,13,12,12,7,6
Thabani Dube,65,Left,Medium,Medium,37,37,59,42,40,43,37,40,40,46,69,71,57,57,83,45,82,74,50,34,63,67,37,46,48,64,75,71,12,9,14,9,13
Kervin Andrade,83,Right,High,Low,48,59,55,65,56,66,44,58,66,62,81,67,76,55,70,55,55,48,55,64,42,40,60,64,55,55,41,40,8,10,8,6,11
Emanuel Emegha,76,Right,Medium,Medium,43,62,68,58,54,59,49,34,45,61,76,83,65,57,46,66,73,63,80,54,34,27,61,53,61,26,21,23,11,10,12,10,6
Alejandro Domingo Gómez,77,Right,Medium,Medium,55,60,41,69,46,71,64,58,67,65,60,68,60,63,73,59,58,47,65,59,70,66,58,64,63,49,63,40,14,13,9,8,15
Sergio Unrein,64,Right,High,Low,55,68,61,63,60,65,55,58,61,66,55,55,62,67,64,61,72,69,66,59,33,17,66,48,68,13,22,21,6,15,9,7,12
Enzo Luna,72,Right,High,Medium,61,68,55,63,51,68,54,48,61,65,67,68,62,55,67,73,58,65,72,59,58,26,62,54,60,24,28,35,10,6,8,13,8
Alex Gilbey,64,Right,High,Medium,51,54,64,64,57,62,57,56,63,63,75,78,66,62,71,70,84,83,79,64,70,62,62,63,56,57,64,63,13,14,14,10,7
Jordan Rossiter,67,Right,Medium,Medium,46,44,57,62,36,57,46,41,60,62,55,54,76,58,79,59,79,76,69,62,70,62,57,58,50,61,63,62,6,7,11,13,9
Samuel Loric,71,Left,Medium,Medium,56,34,50,50,25,62,31,31,46,62,66,69,61,53,73,25,66,58,45,35,60,60,54,46,40,62,69,71,9,11,12,8,9
Carlos Niño Espínola,72,Right,High,Medium,58,25,58,60,27,49,41,51,45,55,75,80,61,50,72,50,61,80,60,32,60,65,57,30,39,65,61,52,10,9,8,11,9
Yaki Aithamy Yen Tavio,64,Right,Low,High,50,23,64,45,28,54,27,53,46,48,69,65,70,63,59,61,70,60,79,31,64,67,26,20,40,54,67,64,6,11,9,6,11
Lee Grace,65,Right,Medium,High,22,25,60,59,20,52,29,25,54,55,49,53,45,63,37,35,80,67,79,22,62,61,20,32,31,65,64,64,13,14,6,7,6
Aaron McGowan,67,Right,High,High,60,36,56,57,31,59,44,45,50,59,73,68,72,58,72,34,89,84,72,39,57,59,54,54,47,59,60,60,15,10,10,11,6
David Concha Salas,67,Left,Medium,Medium,65,64,51,61,65,68,71,52,63,65,63,65,62,59,77,53,37,54,58,63,32,30,63,63,70,40,23,27,14,15,13,14,13
Seámus Conneely,64,Right,Medium,High,51,46,59,63,40,57,40,42,62,62,36,34,57,60,68,58,72,57,70,46,72,63,58,59,52,64,63,61,15,14,13,12,14
Luke Armstrong,65,Right,Medium,Low,30,63,64,57,55,59,43,43,41,62,70,71,67,60,68,65,89,80,80,61,50,19,63,46,60,21,23,18,11,13,16,14,13
Nicholas Bonfanti,75,Right,Medium,Medium,35,65,64,44,60,67,41,45,33,63,70,71,62,68,71,70,65,64,64,70,38,17,54,48,56,22,19,15,12,13,10,13,8
Sidrit Guri,64,Right,Medium,Medium,32,66,70,54,46,58,43,57,35,63,61,63,58,63,49,62,50,68,75,63,38,11,65,48,65,22,22,18,6,7,5,13,10
Ben Garratt,66,Right,Medium,Medium,12,12,14,39,15,11,13,15,44,22,51,48,56,57,57,48,58,30,49,13,38,15,12,50,18,10,15,11,65,63,64,64,65
Hannibal Mejbri,84,Right,High,Medium,62,50,42,67,45,67,65,46,62,65,72,69,76,68,66,56,40,64,53,50,74,52,65,64,51,50,56,52,9,5,10,11,7
Alan Marinelli,73,Left,Medium,Low,65,63,43,61,48,68,49,44,50,66,79,78,75,52,75,63,52,55,51,57,47,29,50,55,51,38,36,32,8,6,10,10,14
Gabriel Vidović,80,Right,Medium,Medium,46,66,48,64,58,70,62,45,45,68,68,64,69,63,69,59,56,59,52,58,31,20,62,61,65,16,17,18,8,5,9,10,13
Brian Blando,64,Right,Medium,Medium,41,68,63,57,60,60,50,45,34,60,65,74,50,55,68,68,63,67,65,67,31,12,66,45,68,16,13,14,6,10,7,12,6
Dario Del Fabro,67,Right,Medium,Medium,25,23,66,49,34,44,22,21,46,46,60,64,56,53,65,54,78,58,72,40,70,62,22,32,36,70,65,63,3,3,3,3,3
Jakob Lewald,70,Right,Medium,Medium,28,33,66,49,22,47,28,27,44,52,52,64,52,55,45,38,66,60,80,21,63,63,25,36,34,60,67,62,14,9,10,6,11
Alec Van Hoorenbeeck,70,Left,Medium,Medium,62,21,68,57,27,50,38,26,52,57,57,70,62,57,61,41,62,65,72,31,72,62,39,43,31,59,67,65,10,15,13,8,12
Layonel Figueroa,71,Left,Medium,Medium,49,55,49,66,35,65,48,73,65,61,67,69,55,60,64,70,59,72,62,65,55,62,61,65,70,38,61,46,9,8,7,12,13
Tobias Schützenauer,68,Right,Medium,Medium,21,20,22,25,11,11,20,10,24,23,33,41,32,55,41,49,64,24,44,17,19,16,11,33,23,14,22,18,64,62,65,66,63
Mohamed Airam Ramos Wade,75,Right,Medium,Medium,12,10,12,17,8,14,13,14,28,11,31,23,24,60,32,47,50,33,62,7,17,8,10,32,11,15,13,15,60,64,62,64,65
Sang Bin Jeong,80,Right,High,High,53,65,54,58,52,68,58,51,54,63,85,87,81,62,73,60,69,65,63,53,67,22,67,56,51,23,18,17,9,9,9,13,9
Robert Ion,71,Right,Medium,Medium,61,60,50,62,51,65,48,59,58,66,71,73,75,49,75,70,67,65,56,62,54,43,60,64,53,44,37,37,5,7,7,11,13
Diego Castillo,67,Right,Medium,Medium,39,47,45,61,35,50,33,51,60,60,65,62,61,60,79,60,68,74,70,55,62,65,55,60,58,58,63,61,6,10,7,5,10
Matěj Jurásek,76,Left,Medium,Low,62,58,35,56,52,66,44,43,48,63,78,76,73,55,72,68,66,51,52,57,38,13,65,59,53,18,21,22,9,13,7,7,12
Jan Král,69,Left,Medium,Medium,29,24,63,39,28,38,30,32,35,48,47,55,33,57,32,37,52,62,83,25,67,63,32,34,40,62,66,60,11,7,6,12,8
Jon Gallagher,64,Right,High,Medium,52,53,43,61,49,61,52,40,55,60,71,85,75,61,70,61,56,79,57,54,51,55,56,57,56,52,60,55,8,12,5,9,12
Leonardo Benedetti,74,Right,Medium,Medium,49,52,49,71,52,67,57,50,65,72,68,74,59,65,62,62,54,65,57,43,53,56,53,56,53,48,55,53,8,13,7,6,9
Nelson Hernández,63,Right,High,High,62,48,37,66,44,68,44,41,60,63,68,76,73,60,71,48,61,60,57,46,38,55,62,58,49,60,62,59,13,13,14,15,14
Mustafa Kizza,69,Left,High,Medium,65,36,58,62,31,59,68,60,54,55,76,79,68,50,56,60,63,70,64,45,60,53,56,58,39,59,60,55,13,12,8,9,5
Giannis Satsias,74,Right,Medium,Medium,35,55,49,70,37,61,43,36,59,64,70,71,62,64,71,44,65,70,56,48,58,58,66,62,38,41,58,56,7,15,8,15,7
Álvaro Aceves Catalina,76,Right,Medium,Medium,15,10,10,24,11,9,16,15,25,15,20,31,30,54,50,48,64,27,75,12,27,15,8,41,14,20,14,13,66,59,64,58,67
Clarke Oduor,69,Left,Medium,Medium,58,37,51,62,35,65,40,34,59,63,79,76,66,61,73,51,62,59,56,39,59,56,49,52,48,55,62,55,13,11,13,15,11
Aidan Barlow,69,Right,Medium,Medium,57,59,53,63,57,60,61,60,59,62,74,71,76,59,74,63,48,64,56,58,48,36,63,64,64,44,40,37,15,15,6,6,10
Gethin Jones,64,Right,High,Medium,59,42,59,59,42,62,51,44,57,60,72,76,72,60,61,56,92,82,69,44,79,59,60,55,46,60,60,61,13,7,13,15,12
Lukas Pinckert,69,Right,Medium,Medium,58,44,57,63,28,60,47,28,59,59,69,67,50,59,59,45,70,63,72,32,75,58,54,49,39,54,63,61,12,12,5,5,13
Andor Bolyki,63,Right,High,Medium,55,61,47,59,55,60,49,48,56,58,78,82,62,66,59,63,51,69,66,56,66,42,57,56,53,45,42,36,10,11,11,5,14
Roque Ramírez,71,Left,Medium,Medium,55,27,42,57,21,54,33,31,39,58,68,68,52,60,72,27,52,70,59,28,56,62,38,36,37,61,61,64,7,11,12,5,5
Oliver Wähling,72,Right,Medium,Medium,63,60,35,67,62,63,66,62,63,62,71,66,70,60,71,65,61,56,65,69,55,35,55,64,55,38,37,44,10,15,12,12,10
Olly Lee,63,Right,Medium,Medium,63,61,50,66,63,63,70,62,65,67,52,56,59,56,65,68,60,71,67,64,58,54,58,64,53,51,52,46,11,10,10,8,15
Louis Bury,64,Right,Low,High,52,25,55,54,25,60,34,26,50,63,74,70,68,53,69,45,78,76,69,28,63,59,25,45,39,60,64,61,6,11,10,6,7
Yiming Liu,66,Right,Medium,Medium,28,17,57,56,35,35,29,27,46,54,57,59,53,54,72,48,73,73,80,18,71,60,21,28,38,59,63,62,14,7,11,15,13
Kamory Doumbia,78,Right,Medium,Medium,54,52,55,67,53,66,59,48,64,66,69,68,60,59,74,64,59,62,52,59,59,55,60,61,58,54,60,59,9,10,14,10,9
Denso Kasius,76,Right,Medium,Medium,65,35,51,66,42,64,49,47,58,64,66,71,61,56,54,58,55,54,60,44,61,55,57,51,32,53,59,61,10,6,10,7,7
Denis Rusu,63,Right,Medium,Medium,22,12,20,16,17,10,21,13,18,16,22,22,38,66,48,46,60,25,51,20,32,13,10,49,14,16,15,12,62,61,61,62,63
Rasmus Wiedesheim-Paul,71,Right,Medium,Medium,49,65,59,59,60,62,42,39,51,64,75,77,73,57,63,65,66,67,59,63,40,26,62,57,62,21,23,20,12,7,11,13,6
Kimberly Ezekwem,73,Left,Medium,Medium,62,29,57,61,21,64,49,55,52,63,60,64,49,57,58,40,72,59,76,37,60,58,34,35,36,63,63,60,7,7,11,13,12
Henry Rorig,70,Right,Medium,Medium,64,40,50,58,35,61,50,38,44,63,78,79,66,55,62,37,61,56,62,42,54,53,53,52,38,53,63,62,14,13,13,11,13
Abdullah Hassoun,68,Right,High,Medium,57,39,50,57,39,55,43,28,50,61,76,75,67,55,74,47,71,75,66,34,73,58,49,47,34,57,61,59,13,6,14,12,8
Cedric Harenbrock,68,Left,Medium,Medium,54,58,48,62,50,64,53,53,57,64,71,72,73,64,66,65,65,67,57,58,27,41,63,60,53,32,32,24,8,11,9,10,5
Emmanuel Boateng,68,Right,Medium,Medium,65,52,57,72,41,55,46,43,71,58,70,69,73,61,67,54,56,66,56,58,59,64,63,60,48,54,49,49,5,10,13,6,9
